"circle-rating--small","rating-circle-small","scale","name","address","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row href","tablescraper-selected-row 6","tablescraper-selected-row href 2"
"7","/10","Above average","Silver Wing Elementary School","3730 Arey Drive, San Diego, CA, 92154","K-6","406","19:1","https://www.greatschools.org/california/san-diego/5853-Silver-Wing-Elementary-School/reviews/","Chula Vista Elementary School District","https://www.greatschools.org/california/san-diego/chula-vista-elementary-school-district/"
"7","/10","Above average","Ashley Falls Elementary School","13030 Ashley Falls Drive, San Diego, CA, 92130","K-6","529","17:1","https://www.greatschools.org/california/san-diego/5875-Ashley-Falls-Elementary-School/reviews/","Del Mar Union Elementary School District","https://www.greatschools.org/california/san-diego/del-mar-union-elementary-school-district/"
"7","/10","Above average","Black Mountain Middle School","9353 Oviedo Street, San Diego, CA, 92129","6-8","1269","24:1","https://www.greatschools.org/california/san-diego/6028-Black-Mountain-Middle-School/reviews/","Poway Unified School District","https://www.greatschools.org/california/san-diego/poway-unified-school-district/"
"7","/10","Above average","Shoal Creek Elementary School","11775 Shoal Creek Drive, San Diego, CA, 92128","K-5","527","22:1","https://www.greatschools.org/california/san-diego/6046-Shoal-Creek-Elementary-School/reviews/","Poway Unified School District","https://www.greatschools.org/california/san-diego/poway-unified-school-district/"
"7","/10","Above average","Sunset Hills Elementary School","9291 Oviedo Street, San Diego, CA, 92129","K-5","444","19:1","https://www.greatschools.org/california/san-diego/6048-Sunset-Hills-Elementary-School/reviews/","Poway Unified School District","https://www.greatschools.org/california/san-diego/poway-unified-school-district/"
"7","/10","Above average","Turtleback Elementary School","15855 Turtleback Road, San Diego, CA, 92127","K-5","617","22:1","https://www.greatschools.org/california/san-diego/6050-Turtleback-Elementary-School/reviews/","Poway Unified School District","https://www.greatschools.org/california/san-diego/poway-unified-school-district/"
"7","/10","Above average","Nestor Language Academy Charter","1455 Hollister Street, San Diego, CA, 92154","K-8","1030","23:1","https://www.greatschools.org/california/san-diego/6080-Nestor-Language-Academy-Charter/reviews/","South Bay Union School District","https://www.greatschools.org/california/san-diego/south-bay-union-school-district/"
"7","/10","Above average","Angier Elementary School","8450 Hurlbut Street, San Diego, CA, 92123","K-5","480","21:1","https://www.greatschools.org/california/san-diego/6095-Angier-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Bethune K-8","6835 Benjamin Holt Road, San Diego, CA, 92114","K-8","617","23:1","https://www.greatschools.org/california/san-diego/6104-Bethune-K-8/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Chollas/Mead Elementary School","401 North 45th Street, San Diego, CA, 92113","K-5","592","17:1","https://www.greatschools.org/california/san-diego/6118-Chollas-Mead-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Crown Point Jr Music Academy","4033 Ingraham Street, San Diego, CA, 92109","K-5","318","21:1","https://www.greatschools.org/california/san-diego/6124-Crown-Point-Jr-Music-Academy/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Cubberley Elementary School","3201 Marathon Drive, San Diego, CA, 92123","K-5","171","23:1","https://www.greatschools.org/california/san-diego/6125-Cubberley-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","De Portola Middle School","11010 Clairemont Mesa Boulevard, San Diego, CA, 92124","6-8","907","24:1","https://www.greatschools.org/california/san-diego/6130-De-Portola-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Edison Elementary School","4077 35th Street, San Diego, CA, 92104","K-5","404","18:1","https://www.greatschools.org/california/san-diego/6134-Edison-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Field Elementary School","4375 Bannock Avenue, San Diego, CA, 92117","K-6","305","17:1","https://www.greatschools.org/california/san-diego/6140-Field-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Fletcher Elementary School","7666 Bobolink Way, San Diego, CA, 92123","K-5","163","22:1","https://www.greatschools.org/california/san-diego/6141-Fletcher-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Jones Elementary School","2751 Greyling Drive, San Diego, CA, 92123","K-5","290","20:1","https://www.greatschools.org/california/san-diego/6169-Jones-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Language Academy","4961 64th Street, San Diego, CA, 92115","K-8","1004","22:1","https://www.greatschools.org/california/san-diego/6182-Language-Academy/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Loma Portal Elementary School","3341 Browning Street, San Diego, CA, 92106","K-4","392","21:1","https://www.greatschools.org/california/san-diego/6189-Loma-Portal-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Mason Elementary School","10340 San Ramon Drive, San Diego, CA, 92126","K-5","514","21:1","https://www.greatschools.org/california/san-diego/6198-Mason-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Miller Elementary School","4343 Shields Street, San Diego, CA, 92124","K-5","726","21:1","https://www.greatschools.org/california/san-diego/6202-Miller-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Museum","211 Maple Street, San Diego, CA, 92103","K-8","239","16:1","https://www.greatschools.org/california/san-diego/6209-Museum/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Oak Park Elementary School","2606 54th Street, San Diego, CA, 92105","K-5","530","20:1","https://www.greatschools.org/california/san-diego/6213-Oak-Park-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","The O'Farrell Charter School","6130 Skyline Drive, San Diego, CA, 92114","K-12","1851","18:1","https://www.greatschools.org/california/san-diego/6215-The-OFarrell-Charter-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Pacific Beach Elementary School","1234 Tourmaline Street, San Diego, CA, 92109","K-5","389","22:1","https://www.greatschools.org/california/san-diego/6216-Pacific-Beach-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Point Loma High School","2335 Chatsworth Boulevard, San Diego, CA, 92106","9-12","1907","24:1","https://www.greatschools.org/california/san-diego/6224-Point-Loma-High-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Rolando Park Elementary School","6620 Marlowe Drive, San Diego, CA, 92115","K-5","207","17:1","https://www.greatschools.org/california/san-diego/6225-Rolando-Park-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Rowan Elementary School","1755 Rowan Street, San Diego, CA, 92105","K-5","186","17:1","https://www.greatschools.org/california/san-diego/6228-Rowan-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","San Diego Scpa School","2425 Dusk Drive, San Diego, CA, 92139","6-12","1429","24:1","https://www.greatschools.org/california/san-diego/6229-San-Diego-Scpa-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Serra High School","5156 Santo Road, San Diego, CA, 92124","9-12","1466","23:1","https://www.greatschools.org/california/san-diego/6235-Serra-High-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Spreckels Elementary School","6033 Stadium Street, San Diego, CA, 92122","K-5","651","21:1","https://www.greatschools.org/california/san-diego/6239-Spreckels-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Standley Middle School","6298 Radcliffe Drive, San Diego, CA, 92122","6-8","1009","25:1","https://www.greatschools.org/california/san-diego/6240-Standley-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Toler Elementary School","3350 Baker Street, San Diego, CA, 92117","K-5","263","18:1","https://www.greatschools.org/california/san-diego/6244-Toler-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Wangenheim Middle School","9230 Gold Coast Drive, San Diego, CA, 92126","6-8","910","23:1","https://www.greatschools.org/california/san-diego/6252-Wangenheim-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"7","/10","Above average","Zamorano Elementary School","2655 Casey Street, San Diego, CA, 92139","K-5","1085","21:1","https://www.greatschools.org/california/san-diego/6258-Zamorano-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","High Tech High","2861 Womble Road, San Diego, CA, 92106","9-12","525","14:1","https://www.greatschools.org/california/san-diego/11837-High-Tech-High/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Explorer Elementary School","2230 Truxtun Road 1st Floor, San Diego, CA, 92106","K-5","361","14:1","https://www.greatschools.org/california/san-diego/11839-Explorer-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Einstein Academy","3035 Ash Street, San Diego, CA, 92102","K-5","801","18:1","https://www.greatschools.org/california/san-diego/12220-Einstein-Academy/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","High Tech Middle School","2359 Truxtun Road, San Diego, CA, 92106","6-8","321","18:1","https://www.greatschools.org/california/san-diego/12442-High-Tech-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","KIPP Adelante Preparatory Academy","426 Euclid Avenue, San Diego, CA, 92101","5-8","327","20:1","https://www.greatschools.org/california/san-diego/12471-KIPP-Adelante-Preparatory-Academy/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","High Tech Middle Media Arts School","2230 Truxtun Road, 2nd Floor, San Diego, CA, 92106","6-8","326","16:1","https://www.greatschools.org/california/san-diego/14635-High-Tech-Middle-Media-Arts-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Health Sciences High School","3910 University Avenue, Suite 100, San Diego, CA, 92105","9-12","575","18:1","https://www.greatschools.org/california/san-diego/17706-Health-Sciences-High-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","East Village High","1405 Park Boulevard, San Diego, CA, 92101","9-12","110","11:1","https://www.greatschools.org/california/san-diego/24811-East-Village-High/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Empower Charter","2230 East Jewett Street, San Diego, CA, 92111","K-6","140","22:1","https://www.greatschools.org/california/san-diego/27311-Empower-Charter/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Kavod Charter","6991 Balboa. Ave., San Diego, CA, 92111","K-5","214","12:1","https://www.greatschools.org/california/san-diego/30530-Kavod-Charter/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Juarez-Lincoln Elementary School","849 Twining Avenue, San Diego, CA, 92154","K-6","537","21:1","https://www.greatschools.org/california/san-diego/5838-Juarez-Lincoln-Elementary-School/reviews/","Chula Vista Elementary School District","https://www.greatschools.org/california/san-diego/chula-vista-elementary-school-district/"
"6","/10","Average","Correia Middle School","4302 Valeta Street, San Diego, CA, 92107","7-8","775","23:1","https://www.greatschools.org/california/san-diego/6122-Correia-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Dana","1775 Chatsworth Boulevard, San Diego, CA, 92106","5-6","751","23:1","https://www.greatschools.org/california/san-diego/6128-Dana/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Farb Middle School","4880 La Cuenta Drive, San Diego, CA, 92124","6-8","477","21:1","https://www.greatschools.org/california/san-diego/6139-Farb-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Freese Elementary School","8140 Greenlawn Drive, San Diego, CA, 92114","K-5","293","21:1","https://www.greatschools.org/california/san-diego/6145-Freese-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Gage Elementary School","6811 Bisby Lake Avenue, San Diego, CA, 92119","K-5","576","20:1","https://www.greatschools.org/california/san-diego/6148-Gage-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Hage Elementary School","9750 Galvin Avenue, San Diego, CA, 92126","K-5","702","22:1","https://www.greatschools.org/california/san-diego/6153-Hage-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Hamilton Elementary School","2807 Fairmount Avenue, San Diego, CA, 92105","K-5","499","17:1","https://www.greatschools.org/california/san-diego/6154-Hamilton-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Jefferson Elementary School","3770 Utah Street, San Diego, CA, 92104","K-5","422","18:1","https://www.greatschools.org/california/san-diego/6166-Jefferson-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Juarez Elementary School","2633 Melbourne Drive, San Diego, CA, 92123","K-5","257","21:1","https://www.greatschools.org/california/san-diego/6170-Juarez-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Marshall Elementary School","3550 Altadena Avenue, San Diego, CA, 92105","K-5","461","18:1","https://www.greatschools.org/california/san-diego/6194-Marshall-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Mission Bay High School","2475 Grand Avenue, San Diego, CA, 92109","9-12","1117","21:1","https://www.greatschools.org/california/san-diego/6205-Mission-Bay-High-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Morse High School","6905 Skyline Drive, San Diego, CA, 92114","9-12","1718","22:1","https://www.greatschools.org/california/san-diego/6207-Morse-High-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Pacific Beach Middle School","4676 Ingraham Street, San Diego, CA, 92109","6-8","746","23:1","https://www.greatschools.org/california/san-diego/6217-Pacific-Beach-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Paradise Hills Elementary School","5816 Alleghany Street, San Diego, CA, 92139","K-5","298","18:1","https://www.greatschools.org/california/san-diego/6218-Paradise-Hills-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Penn Elementary School","2797 Utica Drive, San Diego, CA, 92139","K-5","404","20:1","https://www.greatschools.org/california/san-diego/6220-Penn-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Perry Elementary School","6290 Oriskany Road, San Diego, CA, 92139","K-5","367","20:1","https://www.greatschools.org/california/san-diego/6222-Perry-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Pershing Middle School","8204 San Carlos Drive, San Diego, CA, 92119","6-8","688","22:1","https://www.greatschools.org/california/san-diego/6223-Pershing-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"6","/10","Average","Valencia Park Elementary School","5880 Skyline Drive, San Diego, CA, 92114","K-5","524","18:1","https://www.greatschools.org/california/san-diego/6249-Valencia-Park-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","John Muir School","4431 Mount Herbert Avenue, San Diego, CA, 92117","K-12","189","18:1","https://www.greatschools.org/california/san-diego/11108-John-Muir-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Ibarra Elementary School","4877 Orange Avenue, San Diego, CA, 92115","K-5","452","19:1","https://www.greatschools.org/california/san-diego/14629-Ibarra-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Albert Einstein Academy Charter Middle","458 26th Street, San Diego, CA, 92102","6-8","600","18:1","https://www.greatschools.org/california/san-diego/16997-Albert-Einstein-Academy-Charter-Middle/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Innovations Academy","10380 Spring Canyon Road, San Diego, CA, 92131","K-8","408","22:1","https://www.greatschools.org/california/san-diego/24790-Innovations-Academy/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Gompers Preparatory Academy","1005 47th Street, San Diego, CA, 92102","6-12","1320","20:1","https://www.greatschools.org/california/san-diego/25127-Gompers-Preparatory-Academy/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","America's Finest Charter","730 45th Street, San Diego, CA, 92102","K-12","446","21:1","https://www.greatschools.org/california/san-diego/25641-Americas-Finest-Charter/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","e3 Civic High School","395 11th Avenue, San Diego, CA, 92101","9-12","376","14:1","https://www.greatschools.org/california/san-diego/31013-E3-Civic-High-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","High Tech Elementary","2150 Cushing Road, San Diego, CA, 92106","K-5","399","16:1","https://www.greatschools.org/california/san-diego/32175-High-Tech-Elementary/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Los Altos Elementary School","1332 Kenalan Drive, San Diego, CA, 92154","K-6","306","16:1","https://www.greatschools.org/california/san-diego/5842-Los-Altos-Elementary-School/reviews/","Chula Vista Elementary School District","https://www.greatschools.org/california/san-diego/chula-vista-elementary-school-district/"
"5","/10","Average","Emory Elementary School","1915 Coronado Avenue, San Diego, CA, 92154","K-6","534","19:1","https://www.greatschools.org/california/san-diego/6077-Emory-Elementary-School/reviews/","South Bay Union School District","https://www.greatschools.org/california/san-diego/south-bay-union-school-district/"
"5","/10","Average","Adams Elementary School","4672 35th Street, San Diego, CA, 92116","K-5","276","18:1","https://www.greatschools.org/california/san-diego/6093-Adams-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Balboa Elementary School","1844 South 40th Street, San Diego, CA, 92113","K-5","507","18:1","https://www.greatschools.org/california/san-diego/6098-Balboa-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Clairemont High School","4150 Ute Drive, San Diego, CA, 92117","9-12","909","22:1","https://www.greatschools.org/california/san-diego/6119-Clairemont-High-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Clay Elementary School","6506 Solita Avenue, San Diego, CA, 92115","K-5","301","22:1","https://www.greatschools.org/california/san-diego/6121-Clay-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Encanto Elementary School","822 65th Street, San Diego, CA, 92114","K-5","488","19:1","https://www.greatschools.org/california/san-diego/6136-Encanto-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Euclid Elementary School","4166 Euclid Avenue, San Diego, CA, 92105","K-5","497","18:1","https://www.greatschools.org/california/san-diego/6138-Euclid-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Foster Elementary School","6550 51st Street, San Diego, CA, 92120","K-5","414","19:1","https://www.greatschools.org/california/san-diego/6143-Foster-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Hoover High School","4474 El Cajon Boulevard, San Diego, CA, 92115","9-12","2167","22:1","https://www.greatschools.org/california/san-diego/6163-Hoover-High-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Johnson Elementary School","1355 Kelton Road, San Diego, CA, 92114","K-5","305","19:1","https://www.greatschools.org/california/san-diego/6168-Johnson-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Lafayette Elementary School","6125 Printwood Way, San Diego, CA, 92117","K-6","266","13:1","https://www.greatschools.org/california/san-diego/6181-Lafayette-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Lindbergh/Schweitzer Elementary School","4133 Mount Albertine Avenue, San Diego, CA, 92111","K-6","333","15:1","https://www.greatschools.org/california/san-diego/6187-Lindbergh-Schweitzer-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Marston Middle School","3799 Clairemont Drive, San Diego, CA, 92117","6-8","665","21:1","https://www.greatschools.org/california/san-diego/6196-Marston-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Roosevelt International Middle School","3366 Park Boulevard, San Diego, CA, 92103","6-8","989","21:1","https://www.greatschools.org/california/san-diego/6226-Roosevelt-International-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Ross Elementary School","7470 Bagdad Street, San Diego, CA, 92111","K-5","207","20:1","https://www.greatschools.org/california/san-diego/6227-Ross-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Sherman Elementary School","301 22nd Street, San Diego, CA, 92102","K-5","637","19:1","https://www.greatschools.org/california/san-diego/6237-Sherman-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Taft Middle School","9191 Gramercy Drive, San Diego, CA, 92123","6-8","462","19:1","https://www.greatschools.org/california/san-diego/6242-Taft-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Harriet Tubman Village Charter School","6880 Mohawk Street, San Diego, CA, 92115","K-8","422","18:1","https://www.greatschools.org/california/san-diego/6246-Harriet-Tubman-Village-Charter-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Walker Elementary School","9225 Hillery Drive, San Diego, CA, 92126","K-5","401","20:1","https://www.greatschools.org/california/san-diego/6251-Walker-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Washington Elementary School","1789 State Street, San Diego, CA, 92101","K-5","323","21:1","https://www.greatschools.org/california/san-diego/6253-Washington-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Webster Elementary School","4801 Elm Street, San Diego, CA, 92102","K-6","257","19:1","https://www.greatschools.org/california/san-diego/6254-Webster-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"5","/10","Average","Montgomery Senior High School","3250 Palm Avenue, San Diego, CA, 92154","9-12","1852","22:1","https://www.greatschools.org/california/san-diego/6291-Montgomery-Senior-High-School/reviews/","Sweetwater Union High School District","https://www.greatschools.org/california/san-diego/sweetwater-union-high-school-district/"
"5","/10","Average","Southwest Senior High School","1685 Hollister Street, San Diego, CA, 92154","9-12","1775","23:1","https://www.greatschools.org/california/san-diego/6296-Southwest-Senior-High-School/#Reviews","Sweetwater Union High School District","https://www.greatschools.org/california/san-diego/sweetwater-union-high-school-district/"
"4","/10","Below average","Audeo Charter School","10170 Huennekens Street, San Diego, CA, 92121","K-12","518","20:1","https://www.greatschools.org/california/san-diego/12040-Audeo-Charter-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","San Diego Cooperative Charter School","7260 Linda Vista Road, San Diego, CA, 92111","K-8","735","18:1","https://www.greatschools.org/california/san-diego/12219-San-Diego-Cooperative-Charter-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","San Ysidro High School","5353 Airway Road, San Diego, CA, 92154","9-12","2426","22:1","https://www.greatschools.org/california/san-diego/12223-San-Ysidro-High-School/reviews/","Sweetwater Union High School District","https://www.greatschools.org/california/san-diego/sweetwater-union-high-school-district/"
"4","/10","Below average","Creative, Performing, and Media Arts School","5050 Conrad Avenue, San Diego, CA, 92117","6-8","939","18:1","https://www.greatschools.org/california/san-diego/12450-Creative-Performing-And-Media-Arts-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Crawford High School","4191 Colts Way, San Diego, CA, 92115","9-12","1119","22:1","https://www.greatschools.org/california/san-diego/14261-Crawford-High-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","San Diego Science and Technology School","1405 Park Boulevard, San Diego, CA, 92101","9-12","773","19:1","https://www.greatschools.org/california/san-diego/14349-San-Diego-Science-And-Technology-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","San Diego Metro Career and Tech School","7250 Mesa College Drive, San Diego, CA, 92111","9-12","135","9:1","https://www.greatschools.org/california/san-diego/14544-San-Diego-Metro-Career-And-Tech-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Golden Hill K-8","1240 33rd Street, San Diego, CA, 92102","K-8","399","18:1","https://www.greatschools.org/california/san-diego/14622-Golden-Hill-K-8/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
