"circle-rating--small","rating-circle-small","scale","name","address","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row href","tablescraper-selected-row 6","tablescraper-selected-row href 2"
"4","/10","Below average","Cherokee Point Elementary School","3735 38th Street, San Diego, CA, 92105","K-5","378","17:1","https://www.greatschools.org/california/san-diego/14627-Cherokee-Point-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","King-Chavez Athletics Academy","415 31st Street, San Diego, CA, 92102","3-5","186","22:1","https://www.greatschools.org/california/san-diego/14699-King-Chavez-Athletics-Academy/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Iftin Charter School","5465 El Cajon Boulevard, San Diego, CA, 92115","K-8","351","16:1","https://www.greatschools.org/california/san-diego/14872-Iftin-Charter-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Lincoln High School","4777 Imperial Avenue, San Diego, CA, 92113","9-12","1541","21:1","https://www.greatschools.org/california/san-diego/17474-Lincoln-High-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Joyner Elementary School","4271 Myrtle Avenue, San Diego, CA, 92105","K-5","568","20:1","https://www.greatschools.org/california/san-diego/17607-Joyner-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Rodriguez Elementary School","825 South 31st Street, San Diego, CA, 92113","K-5","450","18:1","https://www.greatschools.org/california/san-diego/17695-Rodriguez-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","City Heights Preparatory Charter","3770 Altadena Avenue, San Diego, CA, 92105","6-12","119","15:1","https://www.greatschools.org/california/san-diego/27161-City-Heights-Preparatory-Charter/review/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Howard Pence Elementary School","877 Via Tonga Court, San Diego, CA, 92154","K-6","663","21:1","https://www.greatschools.org/california/san-diego/6083-Howard-Pence-Elementary-School/reviews/","South Bay Union School District","https://www.greatschools.org/california/san-diego/south-bay-union-school-district/"
"4","/10","Below average","Audubon K-8","8111 San Vicente Street, San Diego, CA, 92114","K-8","500","16:1","https://www.greatschools.org/california/san-diego/6096-Audubon-K-8/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Baker Elementary School","4041 T Street, San Diego, CA, 92113","K-5","433","18:1","https://www.greatschools.org/california/san-diego/6097-Baker-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Bell Middle School","620 Briarwood Road, San Diego, CA, 92139","6-8","710","22:1","https://www.greatschools.org/california/san-diego/6102-Bell-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Boone Elementary School","7330 Brookhaven Road, San Diego, CA, 92114","K-5","440","21:1","https://www.greatschools.org/california/san-diego/6107-Boone-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Cabrillo Elementary School","3120 Talbot Street, San Diego, CA, 92106","K-4","149","17:1","https://www.greatschools.org/california/san-diego/6110-Cabrillo-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Carson Elementary School","6905 Kramer Street, San Diego, CA, 92111","K-5","378","20:1","https://www.greatschools.org/california/san-diego/6112-Carson-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Carver Elementary School","3251 Juanita Street, San Diego, CA, 92105","K-5","191","18:1","https://www.greatschools.org/california/san-diego/6113-Carver-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Darnall Charter School","6020 Hughes Street, San Diego, CA, 92115","K-8","653","16:1","https://www.greatschools.org/california/san-diego/6129-Darnall-Charter-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Franklin Elementary School","4481 Copeland Avenue, San Diego, CA, 92116","K-5","378","19:1","https://www.greatschools.org/california/san-diego/6144-Franklin-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Fulton K-8","7055 Skyline Drive, San Diego, CA, 92114","K-8","327","16:1","https://www.greatschools.org/california/san-diego/6147-Fulton-K-8/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Horton Elementary School","5050 Guymon Street, San Diego, CA, 92114","K-5","402","19:1","https://www.greatschools.org/california/san-diego/6164-Horton-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Keiller Leadership Academy","7270 Lisbon Street, San Diego, CA, 92114","K-8","621","12:1","https://www.greatschools.org/california/san-diego/6172-Keiller-Leadership-Academy/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Lee Elementary School","6196 Childs Avenue, San Diego, CA, 92139","K-5","261","18:1","https://www.greatschools.org/california/san-diego/6183-Lee-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Linda Vista Elementary School","2772 Ulric Street, San Diego, CA, 92111","K-5","340","17:1","https://www.greatschools.org/california/san-diego/6186-Linda-Vista-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Logan K-8","2875 Ocean View Boulevard, San Diego, CA, 92113","K-8","440","19:1","https://www.greatschools.org/california/san-diego/6188-Logan-K-8/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Madison High School","4833 Doliva Drive, San Diego, CA, 92117","9-12","967","20:1","https://www.greatschools.org/california/san-diego/6192-Madison-High-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Mann Middle School","4345 54th Street, San Diego, CA, 92115","6-8","764","21:1","https://www.greatschools.org/california/san-diego/6193-Mann-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Montgomery Middle School","2470 Ulric Street, San Diego, CA, 92111","6-8","454","20:1","https://www.greatschools.org/california/san-diego/6206-Montgomery-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Rosa Parks Elementary School","4510 Landis Street, San Diego, CA, 92105","K-5","920","21:1","https://www.greatschools.org/california/san-diego/6219-Rosa-Parks-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Mcgill School Of Success","3025 Fir Street, San Diego, CA, 92102","K-5","161","17:1","https://www.greatschools.org/california/san-diego/6232-Mcgill-School-Of-Success/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Sequoia Elementary School","4690 Limerick Avenue, San Diego, CA, 92117","K-6","191","20:1","https://www.greatschools.org/california/san-diego/6234-Sequoia-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Wegeforth Elementary School","3443 Ediwhar Avenue, San Diego, CA, 92123","K-5","222","16:1","https://www.greatschools.org/california/san-diego/6255-Wegeforth-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Wilson Middle School","3838 Orange Avenue, San Diego, CA, 92105","6-8","713","19:1","https://www.greatschools.org/california/san-diego/6257-Wilson-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"4","/10","Below average","Montgomery Middle School","1051 Picador Boulevard, San Diego, CA, 92154","7-8","893","21:1","https://www.greatschools.org/california/san-diego/6290-Montgomery-Middle-School/reviews/","Sweetwater Union High School District","https://www.greatschools.org/california/san-diego/sweetwater-union-high-school-district/"
"3","/10","Below average","Charter School of San Diego","10170 Huennekens Street, San Diego, CA, 92121","6-12","1496","26:1","https://www.greatschools.org/california/san-diego/11111-Charter-School-Of-San-Diego/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Holly Drive Leadership Academy","4801 Elm Street, San Diego, CA, 92102","K-8","128","26:1","https://www.greatschools.org/california/san-diego/11115-Holly-Drive-Leadership-Academy/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Teofilo Mendoza School","2050 Coronado Avenue, San Diego, CA, 92154","K-6","791","20:1","https://www.greatschools.org/california/san-diego/11120-Teofilo-Mendoza-School/reviews/","South Bay Union School District","https://www.greatschools.org/california/san-diego/south-bay-union-school-district/"
"3","/10","Below average","King-Chavez Academy Of Excellence","2716 Marcy Avenue, San Diego, CA, 92113","K-8","295","18:1","https://www.greatschools.org/california/san-diego/12042-King-Chavez-Academy-Of-Excellence/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","San Diego Business","1405 Park Boulevard, San Diego, CA, 92101","9-12","531","19:1","https://www.greatschools.org/california/san-diego/14157-San-Diego-Business/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Perkins Elementary School","1770 Main Street, San Diego, CA, 92113","K-8","464","16:1","https://www.greatschools.org/california/san-diego/14439-Perkins-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Porter Elementary School","4800 T Street, San Diego, CA, 92113","K-6","835","21:1","https://www.greatschools.org/california/san-diego/14624-Porter-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","King-Chavez Preparatory Academy","500 30th Street, San Diego, CA, 92102","6-8","364","24:1","https://www.greatschools.org/california/san-diego/16957-King-Chavez-Preparatory-Academy/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Innovation Middle School","5095 Arvinels Avenue, San Diego, CA, 92117","6-8","489","22:1","https://www.greatschools.org/california/san-diego/24692-Innovation-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Memorial Scholars & Athletes School","2850 Logan Avenue, San Diego, CA, 92113","6-8","416","18:1","https://www.greatschools.org/california/san-diego/24726-Memorial-Scholars--Athletes-School/review/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Urban Discovery Academy Charter","840 14th Street, San Diego, CA, 92101","K-12","578","17:1","https://www.greatschools.org/california/san-diego/24784-Urban-Discovery-Academy-Charter/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Health Sciences Middle","3910 University Avenue, Suite 100, San Diego, CA, 92102","6-8","99","29:1","https://www.greatschools.org/california/san-diego/31136-Health-Sciences-Middle/review/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Sunnyslope Elementary School","2500 Elm Avenue, San Diego, CA, 92154","K-6","517","20:1","https://www.greatschools.org/california/san-diego/6084-Sunnyslope-Elementary-School/#Reviews","South Bay Union School District","https://www.greatschools.org/california/san-diego/south-bay-union-school-district/"
"3","/10","Below average","Burbank Elementary School","2146 Julian Avenue, San Diego, CA, 92113","K-5","410","18:1","https://www.greatschools.org/california/san-diego/6109-Burbank-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Central Elementary School","4063 Polk Avenue, San Diego, CA, 92105","K-5","644","16:1","https://www.greatschools.org/california/san-diego/6114-Central-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Chavez Elementary School","1404 South 40th Street, San Diego, CA, 92113","K-5","496","19:1","https://www.greatschools.org/california/san-diego/6116-Chavez-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Clark Middle School","4388 Thorn Street, San Diego, CA, 92105","6-8","966","21:1","https://www.greatschools.org/california/san-diego/6120-Clark-Middle-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Emerson/Bandini Elementary School","3510 Newton Avenue, San Diego, CA, 92113","K-6","426","18:1","https://www.greatschools.org/california/san-diego/6135-Emerson-Bandini-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Fay Elementary School","4080 52nd Street, San Diego, CA, 92105","K-5","592","20:1","https://www.greatschools.org/california/san-diego/6165-Fay-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Kimbrough Elementary School","321 Hoitt Street, San Diego, CA, 92102","K-5","355","16:1","https://www.greatschools.org/california/san-diego/6174-Kimbrough-Elementary-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Whitman Elementary School","4050 Appleton Street, San Diego, CA, 92117","K-6","113","15:1","https://www.greatschools.org/california/san-diego/6256-Whitman-Elementary-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"3","/10","Below average","Mar Vista Academy","1267 Thermal Avenue, San Diego, CA, 92154","7-8","736","20:1","https://www.greatschools.org/california/san-diego/6288-Mar-Vista-Academy/#Reviews","Sweetwater Union High School District","https://www.greatschools.org/california/san-diego/sweetwater-union-high-school-district/"
"2","/10","Below average","King-Chavez Arts Academy","415 31st Street, San Diego, CA, 92102","3-5","190","23:1","https://www.greatschools.org/california/san-diego/14695-King-Chavez-Arts-Academy/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"2","/10","Below average","Millennial Tech Middle School","1110 Carolina Lane, San Diego, CA, 92102","6-8","448","20:1","https://www.greatschools.org/california/san-diego/24725-Millennial-Tech-Middle-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"2","/10","Below average","King-Chavez Community High School","201 A Street, San Diego, CA, 92101","9-12","360","17:1","https://www.greatschools.org/california/san-diego/25009-King-Chavez-Community-High-School/reviews/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"2","/10","Below average","Knox Middle","1098 South 49th Street, San Diego, CA, 92113","6-8","634","20:1","https://www.greatschools.org/california/san-diego/25642-Knox-Middle/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"2","/10","Below average","Ingenuity Charter","6130 Skyline Drive, San Diego, CA, 92114","6-12","211","19:1","https://www.greatschools.org/california/san-diego/32176-Ingenuity-Charter/review/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"2","/10","Below average","Godfrey G. Berry Elementary School","2001 Rimbey Avenue, San Diego, CA, 92154","K-6","465","19:1","https://www.greatschools.org/california/san-diego/6075-Godfrey-G.-Berry-Elementary-School/reviews/","South Bay Union School District","https://www.greatschools.org/california/san-diego/south-bay-union-school-district/"
"2","/10","Below average","Southwest Middle School","2710 Iris Avenue, San Diego, CA, 92173","7-8","691","19:1","https://www.greatschools.org/california/san-diego/6295-Southwest-Middle-School/#Reviews","Sweetwater Union High School District","https://www.greatschools.org/california/san-diego/sweetwater-union-high-school-district/"
"1","/10","Below average","Urban Corps Of San Diego County Charter","3127 Jefferson Street, San Diego, CA, 92110","9-12","285","20:1","https://www.greatschools.org/california/san-diego/25575-Urban-Corps-Of-San-Diego-County-Charter/review/","Mono County Office Of Education School District","https://www.greatschools.org/california/san-diego/mono-county-office-of-education-school-district/"
"1","/10","Below average","Diego Hills Central Public Charter","4585 College Avenue, San Diego, CA, 92115","K-12","748","19:1","https://www.greatschools.org/california/san-diego/32704-Diego-Hills-Central-Public-Charter/review/","Dehesa Elementary School District","https://www.greatschools.org/california/san-diego/dehesa-elementary-school-district/"
"","","Currently unrated","Balboa School","855 Brotherton Rd. , San Diego, CA, 92025","K-12","65","N/A","https://www.greatschools.org/california/san-diego/10009-Balboa-School/reviews/","",""
"","","Currently unrated","Futures Academy - San Diego","9915 Mira Mesa Boulevard, Ste. 210, San Diego, CA, 92131","6-12","37","N/A","https://www.greatschools.org/california/san-diego/10051-Futures-Academy---San-Diego/reviews/","",""
"","","Currently unrated","Islamic School Of San Diego","7050 Eckstrom Avenue, San Diego, CA, 92111","K-8","158","N/A","https://www.greatschools.org/california/san-diego/10085-Islamic-School-Of-San-Diego/#Reviews","",""
"","","Currently unrated","Excelsior Academy","7202 Princess View Drive, San Diego, CA, 92120","1-12","50","N/A","https://www.greatschools.org/california/san-diego/10227-Excelsior-Academy/reviews/","",""
"","","Currently unrated","New Life Christian Academy","3747 Sunset Lane, San Diego, CA, 92173","K-12","N/A","N/A","https://www.greatschools.org/california/san-diego/10302-New-Life-Christian-Academy/#Reviews","",""
"","","Currently unrated","True Faith Academy","8354 Noeline Lane, San Diego, CA, 92114","1-12","16","N/A","https://www.greatschools.org/california/san-diego/10368-True-Faith-Academy/review/","",""
"","","Currently unrated","Chabad Hebrew Academy","10785 Pomerado Road, San Diego, CA, 92131","PK-8","259","N/A","https://www.greatschools.org/california/san-diego/10620-Chabad-Hebrew-Academy/reviews/","",""
"","","Currently unrated","The Children's School","2225 TORREY PINES LN, San Diego, CA, 92037","PK-8","215","N/A","https://www.greatschools.org/california/san-diego/10673-The-Childrens-School/reviews/","",""
"","","Currently unrated","Sam And Rose Stein Education Center","6145 Decena Drive, San Diego, CA, 92120","2-12","260","N/A","https://www.greatschools.org/california/san-diego/10725-Sam-And-Rose-Stein-Education-Center/review/","",""
"","","Currently unrated","School Age Learning Adventure","4848 Seminole Drive, San Diego, CA, 92115","K-8","N/A","N/A","https://www.greatschools.org/california/san-diego/10773-School-Age-Learning-Adventure/review/","",""
"","","Currently unrated","Emmanuel Arts Academy","5075 Logan Ave, San Diego, CA, 92113","8-12","N/A","N/A","https://www.greatschools.org/california/san-diego/11427-Emmanuel-Arts-Academy/review/","",""
"","","Currently unrated","Emmaus Today Christian Montessori","6917 Tait Street, San Diego, CA, 92111","K-1","7","N/A","https://www.greatschools.org/california/san-diego/11611-Emmaus-Today-Christian-Montessori/reviews/","",""
"","","Currently unrated","Kinderhouse Montessori Schools, Inc.","6540 Flanders Drive, San Diego, CA, 92121","PK-4","97","N/A","https://www.greatschools.org/california/san-diego/12137-Kinderhouse-Montessori-Schools-Inc./reviews/","",""
"","","Currently unrated","Montessori Learning Center","11354 Pegasus Avenue, San Diego, CA, 92126","K","18","N/A","https://www.greatschools.org/california/san-diego/12768-Montessori-Learning-Center/review/","",""
"","","Currently unrated","Lifebridge Pre-School","17645 West Bernardo Drive, San Diego, CA, 92127","PK-K","N/A","N/A","https://www.greatschools.org/california/san-diego/12776-Lifebridge-Pre-School/review/","",""
"","","Currently unrated","Sierra Academy Of San Diego","10695 Treena Street, San Diego, CA, 92131","1-12","47","N/A","https://www.greatschools.org/california/san-diego/12857-Sierra-Academy-Of-San-Diego/#Reviews","",""
"","","Currently unrated","Cook Education Center - Tiee","2255 Camino Del Rio South, San Diego, CA, 92108","4-12","87","N/A","https://www.greatschools.org/california/san-diego/12990-Cook-Education-Center---Tiee/review/","",""
"","","Currently unrated","Children's Growing Center","2111 Camino Del Rio South, San Diego, CA, 92108","K","N/A","N/A","https://www.greatschools.org/california/san-diego/13080-Childrens-Growing-Center/reviews/","",""
"","","Currently unrated","Learning Adventure School","4848 Seminole Dr, San Diego, CA, 92115","K-7","N/A","N/A","https://www.greatschools.org/california/san-diego/13184-Learning-Adventure-School/review/","",""
"","","Currently unrated","Sam & Rose Stein Education Center","6145 Decena Drive, San Diego, CA, 92120","Ungraded","103","N/A","https://www.greatschools.org/california/san-diego/13194-Sam--Rose-Stein-Education-Center/#Reviews","",""
"","","Currently unrated","Cal Coast Academy","11555 Clews Ranch Road, San Diego, CA, 92130","7-12","33","N/A","https://www.greatschools.org/california/san-diego/13243-Cal-Coast-Academy/reviews/","",""
"","","Currently unrated","Baldwin Academy","1752 Hornblend Street, San Diego, CA, 92109","PK-K","109","N/A","https://www.greatschools.org/california/san-diego/13360-Baldwin-Academy/#Reviews","",""
"","","Currently unrated","San Carlos KinderCare","7007 Golfcrest Dr, San Diego, CA, 92119","PK-K","N/A","N/A","https://www.greatschools.org/california/san-diego/13371-San-Carlos-KinderCare/#Reviews","",""
"","","Currently unrated","Adventure Days Pre School","10881 Tierrasanta Boulevard, San Diego, CA, 92124","PK-K","N/A","N/A","https://www.greatschools.org/california/san-diego/13380-Adventure-Days-Pre-School/#Reviews","",""
"","","Currently unrated","Nativity Prep Academy","2755 55th Street, San Diego, CA, 92105","6-8","67","N/A","https://www.greatschools.org/california/san-diego/13445-Nativity-Prep-Academy/reviews/","",""
"","","Currently unrated","Dunamis Academy & Dunamis Learning Center","2920 Newton Avenue, San Diego, CA, 92113","K-12","6","N/A","https://www.greatschools.org/california/san-diego/13448-Dunamis-Academy--Dunamis-Learning-Center/review/","",""
"","","Currently unrated","San Diego Center For Children Academy","3002 Armstrong Street, San Diego, CA, 92111","2-12","89","N/A","https://www.greatschools.org/california/san-diego/13451-San-Diego-Center-For-Children-Academy/#Reviews","",""
"","","Currently unrated","Crenshaw Booker T Christian School","3134 Franklin Ave, San Diego, CA, 92113","9-10, 12","N/A","N/A","https://www.greatschools.org/california/san-diego/13455-Crenshaw-Booker-T-Christian-School/review/","",""
"","","Currently unrated","Torah High Schools Of San Diego","9001 Towne Centre Drive, San Diego, CA, 92122","9-12","42","N/A","https://www.greatschools.org/california/san-diego/13511-Torah-High-Schools-Of-San-Diego/#Reviews","",""
"","","Currently unrated","Francis Parker School","6501 Linda Vista Road, San Diego, CA, 92111","K-12","1190","N/A","https://www.greatschools.org/california/san-diego/13620-Francis-Parker-School/reviews/","",""
"","","Currently unrated","San Diego Adult","2555 Camino Del Rio South, Suite 155, San Diego, CA, 92108","Ungraded","N/A","","https://www.greatschools.org/california/san-diego/13649-San-Diego-Adult/review/","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"","","Currently unrated","Whittier K-12","3401 Clairemont Drive, San Diego, CA, 92117","K-12","52","4:1","https://www.greatschools.org/california/san-diego/13737-Whittier-K-12/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"","","Currently unrated","Alba School","4041 Oregon Street, San Diego, CA, 92104","1-12","38","4:1","https://www.greatschools.org/california/san-diego/13791-Alba-School/#Reviews","San Diego Unified School District","https://www.greatschools.org/california/san-diego/san-diego-unified-school-district/"
"","","Currently unrated","Montgomery Adult","3240 Palm Avenue, San Diego, CA, 92154","Ungraded","N/A","","https://www.greatschools.org/california/san-diego/14116-Montgomery-Adult/review/","Sweetwater Union High School District","https://www.greatschools.org/california/san-diego/sweetwater-union-high-school-district/"
"","","Currently unrated","San Diego Continuing Education","4343 Ocean View Boulevard, San Diego, CA, 92113","Ungraded","N/A","","https://www.greatschools.org/california/san-diego/14462-San-Diego-Continuing-Education/#Reviews","San Diego Community College School District","https://www.greatschools.org/california/san-diego/san-diego-community-college-school-district/"
"","","Currently unrated","San Diego County Rop School","6401 Linda Vista Road, San Diego, CA, 92111","9-12","N/A","","https://www.greatschools.org/california/san-diego/14997-San-Diego-County-Rop-School/review/","San Diego County Rop School District","https://www.greatschools.org/california/san-diego/san-diego-county-rop-school-district/"
"","","Currently unrated","Maria Montessori School","4544 Pocahontas Avenue, San Diego, CA, 92117","PK-8","188","N/A","https://www.greatschools.org/california/san-diego/15094-Maria-Montessori-School/reviews/","",""
"","","Currently unrated","Cornerstone Christian Academy","5380 El Cajon Boulevard, San Diego, CA, 92115","K-8","N/A","N/A","https://www.greatschools.org/california/san-diego/15188-Cornerstone-Christian-Academy/review/","",""
"","","Currently unrated","Faith Academy","5845 Estelle Street, San Diego, CA, 92115","1-12","N/A","N/A","https://www.greatschools.org/california/san-diego/15204-Faith-Academy/review/","",""
"","","Currently unrated","Rainbow Christian","8052 Anza Dr, San Diego, CA, 92114","3-4, 7, 10-12","N/A","N/A","https://www.greatschools.org/california/san-diego/15292-Rainbow-Christian/review/","",""
"","","Currently unrated","Early Childhood Education Center Ucsd","9224 Regents Road, San Diego, CA, 92037","PK-K","195","N/A","https://www.greatschools.org/california/san-diego/15497-Early-Childhood-Education-Center-Ucsd/reviews/","",""
"","","Currently unrated","North Park Christian School","2901 North Park Way, San Diego, CA, 92104","PK-K","77","N/A","https://www.greatschools.org/california/san-diego/15562-North-Park-Christian-School/review/","",""
"","","Currently unrated","Children's Creative And Performing Arts","3051 El Cajon Boulevard, San Diego, CA, 92104","K-12","182","N/A","https://www.greatschools.org/california/san-diego/15601-Childrens-Creative-And-Performing-Arts/#Reviews","",""
"","","Currently unrated","Gretels Cottage Pre-School","3894 Ocean View Boulevard, San Diego, CA, 92113","PK-K","2","N/A","https://www.greatschools.org/california/san-diego/15713-Gretels-Cottage-Pre-School/#Reviews","",""
"","","Currently unrated","Children's Workshop School","4055 Camino Del Rio South, San Diego, CA, 92108","K-8","54","N/A","https://www.greatschools.org/california/san-diego/15715-Childrens-Workshop-School/review/","",""
"","","Currently unrated","International Preschool & Kindergarten","5940 Winchester Street, San Diego, CA, 92139","PK-K","19","N/A","https://www.greatschools.org/california/san-diego/15758-International-Preschool--Kindergarten/review/","",""
"","","Currently unrated","Cathedral Catholic High School","5555 Del Mar Heights Road, San Diego, CA, 92130","9-12","1560","N/A","https://www.greatschools.org/california/san-diego/16526-Cathedral-Catholic-High-School/reviews/","",""
"","","Currently unrated","San Diego Center For Children Academy","3002 Armstrong Street, San Diego, CA, 92111","K-12","76","N/A","https://www.greatschools.org/california/san-diego/16527-San-Diego-Center-For-Children-Academy/#Reviews","",""
"","","Currently unrated","Cooperative Learning Center","4630 Mission Avenue, San Diego, CA, 92116","1-12","7","N/A","https://www.greatschools.org/california/san-diego/16533-Cooperative-Learning-Center/review/","",""
"","","Currently unrated","Grace Christian","3656 Ruffin Road, San Diego, CA, 92123","K-12","487","N/A","https://www.greatschools.org/california/san-diego/16544-Grace-Christian/#Reviews","",""
"","","Currently unrated","H-Town Christian Academy","6785 Imperial Avenue, San Diego, CA, 92114","1-12","N/A","N/A","https://www.greatschools.org/california/san-diego/16550-H-Town-Christian-Academy/review/","",""
"","","Currently unrated","Kuyper Preparatory School","7997 Paradise Valley Road, San Diego, CA, 92139","K-12","57","N/A","https://www.greatschools.org/california/san-diego/16552-Kuyper-Preparatory-School/#Reviews","",""
