,business_status,name,lat,lng,postcode,country_code
378,OPERATIONAL,Target Grocery,32.8221521,-117.1784939,92111,us
379,OPERATIONAL,Target Grocery,32.8166789,-117.1516591,92133,us
380,OPERATIONAL,Bishops' Storehouse,32.8267594,-117.1493614,92111,us
381,OPERATIONAL,Northgate Market,32.6916003,-117.104093,92113,us
382,OPERATIONAL,Bel Air Market,32.69653540000001,-117.09842,92113,us
383,OPERATIONAL,Brunos Market,32.7065942,-117.1297107,92102,us
384,OPERATIONAL,Commissary Naval Base San Diego,32.6908681,-117.13006,92136,us
385,OPERATIONAL,Family Dollar,32.706633,-117.1374132,92113,us
386,OPERATIONAL,Foodland Mercado IGA,32.6968472,-117.1176623,92113,us
387,OPERATIONAL,La Posta Market,32.70873,-117.1339741,92102,us
388,OPERATIONAL,Walmart Neighborhood Market,32.70591830000001,-117.144426,92113,us
389,OPERATIONAL,Northgate Market,32.69879720000001,-117.1452967,92113,us
390,OPERATIONAL,Golden Gate Market,32.695925,-117.1123221,92113,us
391,OPERATIONAL,Lucky 's Market,32.69726490000001,-117.1384224,92136,us
392,OPERATIONAL,MAXA Market,32.6997418,-117.1415897,92113,us
393,OPERATIONAL,IGA National City CA,32.6827337,-117.0997256,91950,us
394,OPERATIONAL,Manolo Farmers Market,32.6828118,-117.0997214,91950,us
395,OPERATIONAL,Imperial Food Supermarket,32.710228,-117.057746,92114,us
396,OPERATIONAL,Food Bargain Market,32.7095145,-117.0630531,92114,us
397,OPERATIONAL,Vien Dong,32.7491667,-117.08,92105,us
398,OPERATIONAL,Northgate Market,32.7469772,-117.0782011,92105,us
399,OPERATIONAL,Smart & Final Extra!,32.7623816,-117.0635023,92115,us
400,OPERATIONAL,Trader Joe's,32.7717718,-117.0704775,92182,us
401,OPERATIONAL,World Foods Supermarket,32.75633200000001,-117.0831261,92115,us
402,OPERATIONAL,Minh Huong Supermarket,32.7501007,-117.0920498,92105,us
403,OPERATIONAL,Vien Dong Supermarket,32.7563626,-117.0831957,92115,us
404,OPERATIONAL,Vip Discount Store,32.7492195,-117.0871768,92105,us
405,OPERATIONAL,Hing Long Oriental Food Market,32.7562299,-117.0946824,92115,us
406,OPERATIONAL,Sin Lee Food Corporation,32.7554254,-117.0940505,92115,us
408,OPERATIONAL,Sprouts Farmers Market,32.75333589999999,-117.145899,92103,us
409,OPERATIONAL,North Park Produce,32.7549423,-117.1165352,92116,us
410,OPERATIONAL,Pancho Villa Farmer Market,32.75455299999999,-117.12337,92104,us
411,OPERATIONAL,Family Dollar,32.74959709999999,-117.1121915,92105,us
412,OPERATIONAL,Smart & Final Extra!,32.7480779,-117.1403543,92163,us
413,OPERATIONAL,Heights Market,32.7632144,-117.1215403,92116,us
414,OPERATIONAL,Food bank Union,32.7769802,-117.1153156,92108,us
415,OPERATIONAL,Barons Market North Park,32.7483264,-117.1244071,92104,us
416,OPERATIONAL,Target Grocery,32.74825619999999,-117.1289111,92104,us
419,OPERATIONAL,Park Boulevard Deli,32.7592921,-117.1464767,92116,us
420,OPERATIONAL,Sprouts Farmers Market,32.8244543,-117.18374,92117,us
421,OPERATIONAL,Smart & Final,32.8333901,-117.1795324,92117,us
422,OPERATIONAL,99 Ranch Market,32.821638,-117.1769594,92117,us
423,OPERATIONAL,La Tiendita Mexican Market,32.8274604,-117.2052585,92117,us
424,OPERATIONAL,Target Grocery,32.8221521,-117.1784939,92111,us
425,OPERATIONAL,Smart & Final Extra!,32.6972763,-117.1712342,92118,us
426,OPERATIONAL,Keil's Fresh Food Store,32.8036041,-117.0445404,92119,us
427,OPERATIONAL,ALDI,32.8043413,-117.0076338,92119,us
428,OPERATIONAL,San Diego Vegan Market,32.7830501,-117.0937961,92120,us
430,OPERATIONAL,Whole Foods Market,32.8687404,-117.2306258,92037,us
431,OPERATIONAL,Trader Joe's,32.8655088,-117.232262,92037,us
432,OPERATIONAL,ALDI,32.9060422,-117.172573,92121,us
433,OPERATIONAL,MM SuperMarket Inc,32.9110903,-117.2315571,92121,us
434,OPERATIONAL,Target Grocery,32.8799731,-117.237084,92092,us
435,OPERATIONAL,Whole Foods Market,32.8687404,-117.2306258,92037,us
436,OPERATIONAL,Trader Joe's,32.8655088,-117.232262,92037,us
437,OPERATIONAL,Sprouts Farmers Market,32.851622,-117.214383,92122,us
438,OPERATIONAL,99 Ranch Market,32.8336331,-117.1608732,92111,us
439,OPERATIONAL,Zion Market,32.83169169999999,-117.1554333,92133,us
440,OPERATIONAL,Mitsuwa Marketplace - San Diego,32.8190018,-117.1502442,92133,us
441,OPERATIONAL,Sprouts Farmers Market,32.8244543,-117.18374,92117,us
442,OPERATIONAL,Carnival Market,32.8087361,-117.1606227,92133,us
443,OPERATIONAL,Sieu Thi Thuan Phat Supermarket,32.78446700000001,-117.169781,92111,us
444,OPERATIONAL,Marukai,32.82148159999999,-117.147938,92133,us
445,OPERATIONAL,Nijiya Market San Diego Store,32.814243,-117.154087,92133,us
446,OPERATIONAL,H Mart Balboa,32.82071730000001,-117.1574763,92111,us
447,OPERATIONAL,Smart & Final Extra!,32.8211162,-117.1010798,92124,us
448,OPERATIONAL,99 Ranch Market,32.821638,-117.1769594,92117,us
449,OPERATIONAL,San Diego Vegan Market,32.7830501,-117.0937961,92120,us
450,OPERATIONAL,Smart & Final,32.8333901,-117.1795324,92117,us
451,OPERATIONAL,Target Grocery,32.8166789,-117.1516591,92133,us
452,OPERATIONAL,Kearny Mesa Market,32.8019707,-117.1569371,92111,us
453,OPERATIONAL,Bishops' Storehouse,32.8267594,-117.1493614,92111,us
454,OPERATIONAL,Home Storage Center,32.8269721,-117.1492666,92111,us
455,OPERATIONAL,palm drive,32.7967389,-117.1563463,92123,us
456,OPERATIONAL,Food bank Union,32.7769802,-117.1153156,92108,us
457,OPERATIONAL,Target Grocery,32.8221521,-117.1784939,92111,us
458,OPERATIONAL,Smart & Final Extra!,32.8211162,-117.1010798,92124,us
459,OPERATIONAL,Keil's Fresh Food Store,32.8036041,-117.0445404,92119,us
460,OPERATIONAL,Miramar Cash & Carry,32.8949697,-117.1283511,92126,us
461,OPERATIONAL,Seafood City Supermarket,32.91365700000001,-117.131636,92126,us
462,OPERATIONAL,Lucky Seafood Market,32.91885599999999,-117.1244519,92126,us
463,OPERATIONAL,H Mart San Diego,32.9186745,-117.1222018,92126,us
464,OPERATIONAL,Vinh Hung Supermarket,32.9094306,-117.1456972,92126,us
465,OPERATIONAL,Smart & Final Extra!,32.9156535,-117.1219728,92126,us
466,OPERATIONAL,Akshar Cash 'N' Carry,32.89624910000001,-117.1241773,92126,us
467,OPERATIONAL,Target Grocery,32.9102706,-117.1461447,92126,us
468,OPERATIONAL,Sprouts Farmers Market,32.9144639,-117.1480719,92126,us
469,OPERATIONAL,Mira Mesa Marketplace East,32.9163126,-117.1184587,92126,us
471,OPERATIONAL,Jimbo's,33.0189576,-117.1139668,92127,us
472,OPERATIONAL,Barons Market Rancho Bernardo,33.023921,-117.0758001,92128,us
473,OPERATIONAL,Sprouts Farmers Market,33.01950409999999,-117.1235319,92127,us
474,OPERATIONAL,Target Grocery,33.0194524,-117.1251884,92127,us
475,OPERATIONAL,Sprouts Farmers Market,32.981162,-117.080148,92128,us
476,OPERATIONAL,Trader Joe's,32.9821123,-117.0750506,92128,us
477,OPERATIONAL,Barons Market Rancho Bernardo,33.023921,-117.0758001,92128,us
478,OPERATIONAL,Jimbo's,33.0189576,-117.1139668,92127,us
479,OPERATIONAL,North Park Produce,32.95282379999999,-117.0647366,92064,us
480,OPERATIONAL,Sprouts Farmers Market,33.003469,-117.058409,92128,us
481,OPERATIONAL,Target Grocery,32.9805582,-117.0602928,92064,us
482,OPERATIONAL,Jimbo’s,32.9499304,-117.2337335,92014,us
483,OPERATIONAL,Trader Joe's,32.9611431,-117.1914046,92130,us
484,OPERATIONAL,MM SuperMarket Inc,32.9110903,-117.2315571,92121,us
485,OPERATIONAL,La Palapa Market,32.6756385,-117.0644364,92139,us
486,OPERATIONAL,Kentstop Water Store,32.6855785,-117.0712007,91950,us
495,OPERATIONAL,El Picador Foods,32.5738648,-117.0554393,92154,us
496,OPERATIONAL,Liva Distributor,32.5689316,-117.064476,92173,us
497,OPERATIONAL,La Bodega Market,32.552844,-117.0423699,92173,us
498,OPERATIONAL,Pancho Villa Mercado,32.5616858,-117.063112,92173,us
504,OPERATIONAL,Family Dollar,32.5489288,-117.0344915,92173,us
